,category,customer_type,unit_price,quantity,total,payment_type,lvl_estoque_past,mean,median,min,max,std,var,day_of_week,is_weekend,hour,turn,predicao
4972,fruit,gold,4.99,3,14.97,cash,0.92,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5017422117341017
4973,fruit,gold,3.99,2,7.98,debit card,0.59,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5033761795407675
4974,fruit,non-member,3.99,1,3.99,credit card,0.01,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48456022700616047
4975,vegetables,standard,2.49,4,9.96,credit card,0.82,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49170319063895923
4976,vegetables,premium,0.49,4,1.96,cash,0.33,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5038188474076674
4977,vegetables,premium,1.99,2,3.98,debit card,0.38,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5057522574855157
4978,vegetables,premium,1.19,1,1.19,e-wallet,0.96,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5092226438629429
4979,vegetables,non-member,1.19,1,1.19,cash,0.96,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5010358178015918
4980,vegetables,standard,4.49,2,8.98,credit card,0.78,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49060218865652744
4981,refrigerated items,non-member,3.49,1,3.49,credit card,0.47,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48568262988136995
4982,frozen,non-member,9.49,4,37.96,cash,0.41,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48959515196342857
4983,frozen,premium,12.49,3,37.47,cash,0.62,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4940100383061947
4984,frozen,standard,11.19,4,44.76,cash,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4913924260906757
4985,frozen,standard,13.19,1,13.19,e-wallet,0.99,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4902047524044485
4986,frozen,non-member,12.49,2,24.98,credit card,0.62,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.47988681232769115
4987,frozen,basic,5.49,4,21.96,e-wallet,0.77,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4966406959677631
4988,frozen,premium,11.49,2,22.98,debit card,0.07,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4940858789352345
4989,canned foods,non-member,8.99,4,35.96,e-wallet,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.490810387944181
4990,canned foods,premium,8.99,1,8.99,credit card,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48695788938257206
4991,canned foods,premium,8.99,1,8.99,e-wallet,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.496256100996214
4992,canned foods,standard,8.99,4,35.96,debit card,0.1,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4914556582204757
4993,canned foods,standard,7.49,4,29.96,debit card,0.78,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49499752208451864
4994,packaged foods,standard,2.99,4,11.96,cash,0.32,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4979751096373823
4995,packaged foods,basic,4.99,1,4.99,cash,0.51,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4979500573265562
4996,packaged foods,premium,3.49,1,3.49,cash,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5031314097295998
4997,packaged foods,standard,8.49,1,8.49,cash,0.9,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4958968032738187
4998,condiments and sauces,premium,3.99,2,7.98,cash,0.25,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4984339572047561
4999,condiments and sauces,premium,9.19,1,9.19,e-wallet,0.72,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49744578616566726
5000,condiments and sauces,non-member,9.99,4,39.96,credit card,0.85,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48271886260597147
5001,condiments and sauces,basic,8.49,2,16.98,cash,0.08,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4888036901431684
5002,beverages,standard,5.19,2,10.38,e-wallet,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49727984387320806
5003,beverages,non-member,8.19,4,32.76,cash,0.71,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49432226630506526
5004,beverages,gold,6.19,3,18.57,credit card,0.42,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49493737532145315
5005,beverages,basic,7.99,3,23.97,e-wallet,0.48,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4964859424080344
5006,beverages,non-member,8.19,1,8.19,debit card,0.71,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4956722276422276
5007,beverages,gold,11.99,4,47.96,e-wallet,0.89,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5021421775154555
5008,dairy,non-member,9.49,2,18.98,cash,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48963334284698456
5009,dairy,standard,7.19,1,7.19,cash,0.02,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4889357852945875
5010,dairy,gold,8.19,2,16.38,credit card,0.77,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49043242705620255
5011,dairy,non-member,9.49,2,18.98,credit card,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4823141350395462
5012,cheese,standard,10.99,1,10.99,debit card,0.1,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4832981586667989
5013,cheese,non-member,6.49,2,12.98,cash,0.53,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4864419094240283
5014,meat,non-member,12.19,3,36.57,cash,0.36,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48482368115472096
5015,meat,premium,11.99,3,35.97,debit card,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4952730878450122
5016,meat,standard,19.99,2,39.98,credit card,0.85,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4729878599913658
5017,meat,non-member,18.49,4,73.96,cash,0.98,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.483548586714526
5018,meat,gold,11.99,1,11.99,cash,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4937724367523056
5019,baked goods,gold,4.19,4,16.76,debit card,0.61,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5055804601412526
5020,baked goods,premium,4.99,1,4.99,e-wallet,0.75,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5046174403837616
5021,baked goods,premium,10.49,4,41.96,cash,0.56,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49787734173130754
5022,baked goods,premium,4.99,3,14.97,e-wallet,0.57,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5036684930260911
5023,baked goods,standard,10.49,4,41.96,cash,0.56,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4925663336343037
5024,baked goods,standard,5.49,3,16.47,e-wallet,0.86,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4990653151294872
5025,baked goods,non-member,9.99,2,19.98,credit card,0.79,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4848398393442527
5026,baking,premium,7.49,1,7.49,debit card,0.05,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5013309594660069
5027,baking,basic,7.99,3,23.97,e-wallet,0.77,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49883077295191275
5028,baking,gold,2.99,3,8.97,credit card,0.2,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49779915340236636
5029,baking,standard,2.19,2,4.38,debit card,0.04,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5006314753800487
5030,baking,gold,8.19,2,16.38,debit card,0.37,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5035098422637643
5031,snacks,premium,1.99,3,5.97,debit card,0.14,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5041643789801104
5032,baby products,gold,12.19,1,12.19,debit card,0.69,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4975467869960373
5033,baby products,standard,14.19,3,42.57,debit card,0.03,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48790500170474216
5034,baby products,non-member,8.19,2,16.38,debit card,0.27,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49228718284747774
5035,baby products,standard,12.49,4,49.96,debit card,0.71,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49234153134750547
5036,baby products,premium,14.19,2,28.38,e-wallet,0.03,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4925551790547309
5037,baby products,standard,14.99,4,59.96,e-wallet,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49168953374182833
5038,pets,non-member,14.19,3,42.57,credit card,0.07,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.47649804751594144
5039,pets,basic,8.19,3,24.57,debit card,0.52,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49300805318142976
5040,personal care,gold,8.49,2,16.98,debit card,0.99,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.5046467052857981
5041,medicine,gold,12.99,3,38.97,e-wallet,0.42,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49886126323812324
5042,medicine,premium,19.99,2,39.98,debit card,0.93,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4925571647972586
5043,kitchen,standard,11.19,2,22.38,e-wallet,0.55,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49124201340718004
5044,kitchen,basic,18.19,1,18.19,credit card,0.1,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.47327893152567674
5045,kitchen,basic,17.19,2,34.38,cash,0.49,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4840708494225504
5046,kitchen,premium,10.19,3,30.57,cash,0.95,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4973021456334066
5047,kitchen,premium,11.19,2,22.38,debit card,0.55,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.49645146457091127
5048,kitchen,non-member,18.49,3,55.47,debit card,0.51,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48502096588232424
5049,kitchen,non-member,15.49,2,30.98,e-wallet,0.3,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4857230668961428
5050,kitchen,basic,18.99,3,56.97,e-wallet,0.33,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.48513910206251554
5051,kitchen,premium,18.99,2,37.98,cash,0.33,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.4870651898041889
5052,cleaning products,basic,15.49,2,30.98,credit card,0.83,1.4359375,0.305,-30.03,34.42,12.30135519189695,151.32333955721006,6,yes,18,night,0.487665944623986
5053,fruit,gold,4.49,3,13.47,debit card,0.01,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5069217691121595
5054,fruit,non-member,0.49,3,1.47,debit card,0.15,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.502804074840593
5055,fruit,non-member,3.99,4,15.96,e-wallet,0.15,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5000138426304824
5056,fruit,basic,3.99,2,7.98,credit card,0.05,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49188128514955565
5057,fruit,non-member,0.49,1,0.49,debit card,0.4,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5048953381108193
5058,fruit,non-member,3.99,1,3.99,e-wallet,0.15,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.50071813134828
5059,vegetables,premium,4.99,2,9.98,debit card,0.34,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5093662783005453
5060,vegetables,non-member,1.49,4,5.96,credit card,0.84,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4978774988557273
5061,vegetables,gold,4.19,2,8.38,debit card,0.22,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.511073273377443
5062,vegetables,premium,1.99,1,1.99,debit card,0.93,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5145795990656219
5063,vegetables,premium,0.49,4,1.96,e-wallet,0.51,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.512807530890925
5064,vegetables,gold,1.99,2,3.98,credit card,0.94,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5064615862443413
5065,vegetables,gold,1.99,2,3.98,debit card,0.94,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5156582409247107
5066,vegetables,basic,4.99,1,4.99,e-wallet,0.34,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5044681117154998
5067,vegetables,premium,4.99,2,9.98,debit card,0.34,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5093662783005453
5068,vegetables,standard,1.19,2,2.38,debit card,0.2,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5067865747003398
5069,vegetables,gold,4.49,4,17.96,credit card,0.43,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5020352111621431
5070,refrigerated items,gold,6.49,2,12.98,debit card,0.33,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5055139451745114
5071,refrigerated items,non-member,3.49,1,3.49,debit card,0.24,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5003515980158856
5072,refrigerated items,non-member,6.99,2,13.98,debit card,0.05,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4963563314211881
5073,refrigerated items,basic,8.19,4,32.76,debit card,0.19,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4972757461994003
5074,refrigerated items,basic,8.19,2,16.38,debit card,0.28,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4972615598098514
5075,refrigerated items,standard,3.49,4,13.96,cash,0.24,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49852003679120943
5076,refrigerated items,gold,5.99,4,23.96,credit card,0.92,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4988795667268307
5077,refrigerated items,gold,3.19,3,9.57,e-wallet,0.8,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5098926816678483
5078,refrigerated items,basic,8.19,1,8.19,cash,0.28,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49520828442499754
5079,refrigerated items,standard,5.99,2,11.98,debit card,0.54,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4999473959143437
5080,frozen,basic,5.49,1,5.49,credit card,0.28,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4921042519840451
5081,frozen,standard,11.19,4,44.76,debit card,0.83,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49915465052633795
5082,frozen,gold,7.19,1,7.19,e-wallet,0.87,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5085999862729229
5083,spices and herbs,standard,0.49,1,0.49,e-wallet,0.93,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5101527102374201
5084,spices and herbs,standard,0.19,3,0.5700000000000001,e-wallet,0.53,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5077267410160996
5085,canned foods,premium,7.49,1,7.49,debit card,0.7,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5060211048659893
5086,canned foods,standard,3.49,2,6.98,credit card,0.65,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4948609958716485
5087,canned foods,basic,2.49,4,9.96,e-wallet,0.2,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5027402406668576
5088,canned foods,gold,2.99,3,8.97,e-wallet,0.86,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5118250071531348
5089,canned foods,non-member,2.99,2,5.98,e-wallet,0.86,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5044782799146484
5090,canned foods,non-member,8.49,1,8.49,debit card,0.21,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4970212724144357
5091,canned foods,premium,7.19,3,21.57,e-wallet,0.65,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5063777164375025
5092,canned foods,standard,8.49,4,33.96,credit card,0.21,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4893369013032334
5093,packaged foods,basic,2.19,2,4.38,credit card,0.07,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49757807705056395
5094,packaged foods,gold,6.19,4,24.76,debit card,0.77,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.512540634363005
5095,packaged foods,gold,6.99,4,27.96,debit card,0.75,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5119365284949863
5096,packaged foods,premium,7.19,1,7.19,e-wallet,0.47,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.50915026498754
5097,packaged foods,gold,3.49,1,3.49,debit card,0.84,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.515439794361743
5098,packaged foods,premium,8.49,2,16.98,cash,0.46,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.506097849815284
5099,packaged foods,standard,3.49,3,10.47,debit card,0.84,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5080900728408144
5100,packaged foods,basic,7.19,1,7.19,debit card,0.47,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5039119814914108
5101,packaged foods,non-member,2.49,2,4.98,debit card,0.72,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5078838508885227
5102,condiments and sauces,basic,8.49,3,25.47,debit card,0.99,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5006332349750131
5103,condiments and sauces,premium,5.19,4,20.76,cash,0.88,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5058677956508333
5104,beverages,non-member,6.19,1,6.19,e-wallet,0.37,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5027429740737528
5105,beverages,premium,15.19,4,60.76,cash,0.99,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5032850021635655
5106,beverages,premium,5.19,1,5.19,e-wallet,0.42,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5100929500909664
5107,beverages,premium,7.49,2,14.98,cash,0.26,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5054256539238094
5108,dairy,standard,8.19,3,24.57,debit card,0.7,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4990947356492771
5109,dairy,premium,6.49,3,19.47,credit card,0.07,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4941373502268814
5110,cheese,standard,10.99,3,32.97,credit card,0.62,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.48328518497403566
5111,cheese,gold,6.49,3,19.47,cash,0.18,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49915314878581146
5112,cheese,basic,11.19,1,11.19,credit card,0.34,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4813195116052264
5113,cheese,basic,9.99,2,19.98,credit card,0.16,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4821419706906799
5114,meat,premium,16.19,2,32.38,debit card,0.25,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49483671576536953
5115,meat,premium,8.99,3,26.97,cash,0.31,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4996080392639919
5116,meat,non-member,14.99,1,14.99,credit card,0.55,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.48074483763271414
5117,meat,premium,11.99,3,35.97,cash,0.67,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4986804707405072
5118,seafood,premium,10.19,2,20.38,debit card,0.09,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5000492383047218
5119,seafood,non-member,19.19,3,57.57000000000001,cash,0.69,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.48775276845798404
5120,seafood,premium,18.49,4,73.96,debit card,0.96,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.49856460982072565
5121,seafood,standard,20.49,2,40.98,e-wallet,0.35,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4869885270927368
5122,baked goods,gold,10.99,3,32.97,e-wallet,0.08,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5050824169438127
5123,baked goods,basic,10.19,4,40.76,cash,0.75,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4999862087302981
5124,baked goods,standard,10.99,3,32.97,cash,0.08,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4963209772899397
5125,baked goods,basic,10.19,1,10.19,e-wallet,0.59,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5002512200380628
5126,baked goods,gold,5.99,2,11.98,cash,0.03,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5067509244028195
5127,baked goods,basic,7.49,4,29.96,cash,0.88,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5022594206420118
5128,baked goods,non-member,4.19,2,8.38,cash,0.01,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5005391193096309
5129,baked goods,non-member,7.99,1,7.99,credit card,0.38,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4911947554200643
5130,baking,standard,8.19,3,24.57,cash,0.79,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5029353894235989
5131,snacks,non-member,4.19,1,4.19,credit card,0.56,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.495429794502587
5132,snacks,premium,4.19,3,12.57,credit card,0.56,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5012071948904271
5133,snacks,gold,4.19,2,8.38,debit card,0.56,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5120904882551157
5134,snacks,basic,3.19,4,12.76,debit card,0.97,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.5072506687893571
5135,baby products,non-member,12.19,2,24.38,credit card,0.52,0.5600630914826498,0.64,-30.65,34.5,11.005778401542301,121.12715822385499,1,no,16,afternoon,0.4869350441443652
